epoch,train_loss,eval_loss,eval_top1,eval_top5
0,2.8638450569576688,1.1776039318084717,76.52200000488281,93.25999999511718
1,2.5822690769478127,1.1420616570281983,76.70200000488282,93.34400001953125
2,2.4115615950690374,1.1045015351486207,76.79800000244141,93.3220000732422
3,2.327816874892623,1.0771848055267335,76.76400000488282,93.34600007324218
4,2.301744328604804,1.0573657873153686,76.7480000024414,93.37400004882812
5,2.2795987040908248,1.0434219214630127,76.75399997558594,93.38000002197266
6,2.2682505272052906,1.033213404083252,76.82199997070313,93.39800002441406
7,2.250725816797327,1.0256238514709473,76.82199999267579,93.39000004882813
8,2.248454694394712,1.0198545703125,76.83600001953126,93.40000007324218
9,2.2553016786222106,1.0153044065856933,76.77999999267578,93.42600004882813
10,2.2378517433449074,1.0119013355255126,76.74200001953125,93.43800004882813
11,2.2143680961043746,1.009198951625824,76.74799999511718,93.4560000732422
12,2.205436759524875,1.007062551765442,76.71200001953125,93.47000007324219
13,2.19627598479942,1.0053671916770934,76.71800001953125,93.48600004638672
14,2.1917858918507895,1.0038576134300232,76.73400001953125,93.45599999755859
15,2.2012014389038086,1.0027177040100097,76.72599999267578,93.46400002197265
16,2.1727560537832753,1.001831028137207,76.73799999267578,93.45400002197266
17,2.1972902527561895,1.0011180150794983,76.74599999267578,93.45600002197266
18,2.1672469774881997,1.0005435359764099,76.72799996582032,93.45200002197265
19,2.19081061857718,0.9998831726837158,76.73999996582032,93.43400002197265
20,2.19579048509951,0.999307099647522,76.74999999267578,93.42400002197266
21,2.1832002710413048,0.998784236278534,76.76599999267579,93.42200002197265
22,2.1704443472403065,0.998349989566803,76.77399999267578,93.40600002197266
23,2.190209874400386,0.9978689165496826,76.76399999267578,93.42000002197265
24,2.164107146086516,0.9973475312805176,76.77600001953125,93.42800002197265
25,2.1882641668672913,0.9968900833702088,76.77800001953125,93.44800002197266
26,2.135214893906205,0.9966089352607727,76.76800001953124,93.45200002197265
27,2.165443632337782,0.9961971524620056,76.77000001953125,93.48000004638672
28,2.159180764798765,0.9959583008003234,76.76200001953126,93.47400004638672
29,2.1451236495265253,0.9955406991386414,76.78200001953125,93.48600001953125
30,2.1524986955854626,0.9952573713302613,76.79000001953125,93.49600001953125
31,2.1528344595873796,0.9951397646141052,76.81200001953125,93.51000001953125
32,2.1466559922253645,0.9948237334632873,76.81600001953124,93.49800001953125
33,2.1724588164576777,0.99456676612854,76.83000001953125,93.49200001953125
34,2.1676172856931335,0.9942704286003112,76.83800001953125,93.51200001953126
35,2.1366684525101274,0.9941641638946533,76.84800001953126,93.51800001953124
36,2.161998739948979,0.9938249901008606,76.84200001953126,93.52200001953125
37,2.158170797206737,0.9934644491958619,76.85400001953126,93.51000001953125
38,2.1762429166723183,0.9932816910362243,76.85000001953125,93.50599999267578
39,2.1495576081452548,0.993123017692566,76.86400001953125,93.50199999267578
40,2.1370356524432146,0.9929746767044068,76.86600001953126,93.51399999267578
41,2.1430307494269476,0.9928081902885437,76.89200001953125,93.52000001953125
42,2.1390400727589927,0.9927125075531006,76.90599999267579,93.53200001953125
43,2.1321281282990068,0.9925672179031372,76.90799999267578,93.54400001953125
44,2.1705283765439636,0.9924389871788025,76.90999999267578,93.53600001953124
45,2.147950640431157,0.9922758771514892,76.91599999267578,93.54000001953125
46,2.155129044144242,0.9921296869468689,76.94199999267578,93.53800001953125
47,2.1647135769879378,0.9919052283096313,76.93799999267578,93.55400001953124
48,2.143440749910143,0.9916663544082641,76.93799999267578,93.55800001953125
49,2.1375413912313954,0.9914759074401855,76.96799999267579,93.57000001953125
50,2.125988721847534,0.9913894721221924,76.97399999267579,93.57400001953125
51,2.1705880959828696,0.9911923457527161,76.98599999267579,93.57400001953125
52,2.1544721303162753,0.9910117797470093,76.98999999267578,93.57599999267578
53,2.1275382571750217,0.9910040418243409,77.01199999267578,93.57999999267578
54,2.1503629596145064,0.9908201992607116,77.01399999267578,93.57199999267579
55,2.1411178288636386,0.9906591830062866,77.01999999267578,93.57799999267579
56,2.1322688349971064,0.9904723297309875,77.00799999267578,93.58599999267578
57,2.1361550754970975,0.9903062536621093,77.02399999267578,93.58199999267578
58,2.128087291011104,0.9901837112808227,77.01799999267578,93.57799999267579
59,2.155727827990497,0.9901536339187622,77.03399999267579,93.58599999267578
60,2.1326281097200184,0.9900819101333618,77.02799996582031,93.60199999267579
61,2.1194367276297674,0.9900538846969604,77.00999996582031,93.60599999267578
62,2.1442109478844538,0.9899900570678711,77.01599996582031,93.59799999267578
63,2.1577494497652405,0.9899532397270203,77.00799996582032,93.59599999267579
64,2.1275809870825872,0.9898800587654114,77.00599996582031,93.59799999267578
65,2.118436084853278,0.9898614871978759,77.02399996582031,93.60799999267579
66,2.123945364245662,0.9898717862129212,77.02199999023438,93.60799999267579
67,2.1424611056292497,0.9896888606262207,77.02799999023438,93.61400001953125
68,2.1398257856015808,0.9896254977989197,77.01999999023438,93.62799999267578
69,2.1297630822217024,0.9895617448616028,77.01999999023438,93.62999999267578
70,2.1357249463046037,0.9894873090362549,77.03999999023438,93.62399999267578
71,2.13748202059004,0.9892523101425171,77.01999999023438,93.61999999267579
72,2.1253850724962025,0.9891936576461792,77.03399999023438,93.62799999267578
73,2.1131872247766563,0.9891318495559692,77.03999999023438,93.62799999267578
74,2.1361209904706038,0.9889399675941467,77.04799999023437,93.62999999267578
75,2.1454065375857883,0.9888595373535156,77.04599999023438,93.63199999267579
76,2.1293915466026023,0.9888501361846924,77.02999999023437,93.62799999267578
77,2.1284367684964782,0.988696748085022,77.02199996582031,93.62399999267578
78,2.1365523073408337,0.9885346093177796,77.03399996582031,93.61599999267578
79,2.1155397494633994,0.9884176234436035,77.03399999023438,93.61999999267579
80,2.135780895197833,0.9882803060913086,77.03799999023437,93.60999999267578
81,2.124555477389583,0.9881749885559082,77.03999996582031,93.61399999267579
82,2.1272276507483587,0.9881689298629761,77.04399996582032,93.61399999267579
83,2.1350603015334517,0.9881118237495422,77.04399996582032,93.61999999267579
84,2.1311379450338857,0.9880652954864502,77.03399999023438,93.61999999267579
85,2.124943397663258,0.9879442450141906,77.03399999023438,93.62599999267579
86,2.109318636081837,0.98785350440979,77.03799999023437,93.62999999267578
87,2.1127670164461487,0.9877930489158631,77.03599999023437,93.62799999267578
88,2.113254154170001,0.987783150844574,77.04399999023437,93.62799999267578
89,2.1379739001945213,0.9877893458747864,77.04999999023437,93.63199999267579
90,2.130052336940059,0.9877760074234009,77.06399999023438,93.62399999267578
91,2.1070204046037464,0.9877833123779297,77.05999996582031,93.63399999267578
92,2.1148960016391896,0.9877908802986145,77.06399996582032,93.61999999267579
93,2.1147101278658265,0.9877113824653625,77.0679999658203,93.61999999267579
94,2.129889788451018,0.9877668273162842,77.06599996582031,93.61399999267579
95,2.1183342933654785,0.9878080652999878,77.05799996582031,93.61199999267578
96,2.1147804922527738,0.9878498134613037,77.0559999658203,93.61599999267578
97,2.110229911627593,0.987798652267456,77.04599996582031,93.61399999267579
98,2.104230346503081,0.9877485745811463,77.03199996582032,93.61799999267578
99,2.1096626299398915,0.9876963217544555,77.05399996582031,93.61799999267578
100,2.1207391332696983,0.987605847568512,77.04399996582032,93.61599999267578
101,2.1248650550842285,0.987503266658783,77.0559999658203,93.62599999267579
102,2.1282338168885975,0.9874266174888611,77.0559999658203,93.63399999267578
103,2.1156642172071667,0.9874190794563293,77.05999996582031,93.63199999267579
104,2.109593245718214,0.9873191389846802,77.06999996582032,93.62999999267578
105,2.123706411432337,0.9872731196212768,77.05999996582031,93.63799999267579
106,2.0819287829928927,0.9872395148849488,77.0739999658203,93.63199999267579
107,2.1192024460545293,0.9871460442924499,77.05199999267577,93.62199999267578
108,2.139644490347968,0.9870973275375367,77.05399999267578,93.63399999267578
109,2.1007820588571056,0.9870489743232727,77.05799999267578,93.63199999267579
110,2.1043146230556347,0.9869561061477661,77.06599996582031,93.63199999267579
111,2.113573083171138,0.9868944588088989,77.06599996582031,93.64399999267579
112,2.1234055536764638,0.9868186079406738,77.0679999658203,93.64599999267578
113,2.0997062215098627,0.9868864319229126,77.06599996582031,93.63999999267578
114,2.1149883888385914,0.9868878495788574,77.07199996582031,93.64199999267578
115,2.1243833744967424,0.9867857844734191,77.07599996582032,93.64199999267578
116,2.120558023452759,0.9867628629302978,77.06999996582032,93.63799999267579
117,2.112132284376356,0.9867088485908508,77.05999996582031,93.63799999267579
118,2.110592078279566,0.9866799633216858,77.06999996582032,93.63999999267578
119,2.1130884135210954,0.9867361308479309,77.07799996582031,93.63799999267579
120,2.1241583735854537,0.9867256241226197,77.0679999658203,93.63199999267579
121,2.1337882059591786,0.9867448504447937,77.0799999658203,93.63199999267579
122,2.1099771526124744,0.9865894986343384,77.0799999658203,93.63799999267579
123,2.1029457957656295,0.9864559757614135,77.0799999658203,93.63199999267579
124,2.1204537506456727,0.986352756690979,77.0919999658203,93.63399999267578
125,2.102723448364823,0.9862946287155151,77.09399996582032,93.62199999267578
126,2.1096281078126697,0.9861667705917359,77.08799996582032,93.62599999267579
127,2.1232575045691595,0.9863350674057006,77.0919999658203,93.61799999267578
128,2.100651326002898,0.9863171101760865,77.0979999658203,93.61599999267578
129,2.1058327268671104,0.9863420796775818,77.10599996582032,93.61199999267578
130,2.0969369411468506,0.9863706951522827,77.09399996582032,93.61799999267578
131,2.1286978280102766,0.98623295337677,77.09999996582032,93.62599999267579
132,2.1314772720690125,0.9861393503189086,77.09599996582031,93.63199999267579
133,2.125373019112481,0.9861138302612305,77.09999996582032,93.63599999267578
134,2.099910506495723,0.98609624376297,77.11399996582031,93.64199999267578
135,2.126919530056141,0.9861387975311279,77.12599996582031,93.63599999267578
136,2.1179871868204185,0.9861567693901062,77.11799996582032,93.63399999267578
137,2.1266041331821017,0.9861688064956665,77.10999996582031,93.63399999267578
138,2.1249528196122913,0.9861207174682617,77.11199996582032,93.63199999267579
139,2.122159450142472,0.9861656373977661,77.10599996582032,93.62999999267578
140,2.1032294697231717,0.9861807199668884,77.0919999658203,93.62999999267578
141,2.1427527931001453,0.9861321992492675,77.10199996582031,93.63199999267579
142,2.1177373506404735,0.9860796469116211,77.10399996582031,93.62799999267578
143,2.121404073856495,0.9860084151649475,77.11599996582031,93.62999999267578
144,2.118902815712823,0.98596871925354,77.12799996582031,93.63199999267579
145,2.0981620903368348,0.9859687105941772,77.14199996582032,93.63599999267578
146,2.137328306833903,0.9860157785606384,77.13399996582031,93.63799999267579
147,2.119680563608805,0.9860309913825989,77.13799996582031,93.63799999267579
148,2.11441202516909,0.9860995070266724,77.14599996582031,93.62999999267578
149,2.089891645643446,0.9861241725921631,77.14599996582031,93.63399999267578
150,2.0994496477974787,0.9860708857345581,77.15999996582032,93.63399999267578
151,2.091021921899584,0.9860698907089234,77.15599996582031,93.63199999267579
152,2.0997596007806285,0.9860028814125061,77.14599996582031,93.62999999267578
